"provider_name","website","email","street_address","city","state","Zipcode","phone","description","from_age","to_age","has_class","has_camp","has_birthday_party","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","activity type (select from the menu)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url","location_name","from_grade","to_grade","Hot lead","NOTES"
"The Players Golf Academy","www.theplayersgolfacademy.com","info@theplayersgolfacademy.com","699 Lady of the Lake BLVD","Lewisville","TX",75056,"(214) 810-5585","Welcome to The Players Golf Academy, where we don’t just give golf lessons. We specialize in providing our clients with an all-inclusive package for improving their golf games.  We believe that becoming a better golfer takes more than just a few golf lessons – It takes time, commitment, and personal attention from a first class golf instructor. he Players Golf Academy offers the ideal Dallas Junior Golf Camp. Our summer junior camp program is offered with the same emphasis of commitment, goal setting and confidence.",5,14,"Yes","Yes","No","Golf",,,,,,,,,225,"Per_session","Active","https://www.facebook.com/PlayersGolfAcademy?sk=app_190322544333196","No","http://www.theplayersgolfacademy.com/images/logo.png","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xfp1/t31.0-8/s960x960/336898_294052427315449_1996673972_o.jpg","The Lakes at Castle Hills",,,,
"Twin Lakes Christian Center","twinlakesbiblecamp.com","info@twinlakesbiblecamp.com","7718 Twin Lakes Road","Manson","Iowa",50563,"712-297-7714","For over 50 years our camp in Northwestern Iowa has been hosting groups and individuals looking for ""a fun place to get serious.""  Twin Lakes Bible Camp offers a variety of camps and retreats. There is something for everyone. Whether it's summer camp, family reunions, scrapbooking  retreats, winter snow camps, or summer waterfront fun, you can be sure Twin Lakes has the staff & facilities to guarantee a successful event. We understand that most kids come to camp for fun and friendships! But we are a lot more than just fun. Twin Lakes Bible Camp is serious about the Gospel message. We are serious about helping campers of all ages understand that God wants a relationship with them and that can only happen by trusting in His Son, Jesus Christ. Bible Camp has the unique ability to clearly and effectively communicate God's great love for His children. So this summer and every summer, we will have a fun time getting serious!",6,18,"No","Yes","No","Adventure/Outdoors","Christian","Nature Programs","Sports","Kayaking","Sailing","Archery","Creative Arts",,155,"Per-session","Active","https://www.facebook.com/twinlakesbiblecamp","Yes","http://twinlakesbiblecamp.com/images/banner.jpg","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xap1/v/t1.0-9/10517555_10152522620431183_4585717401630506614_n.jpg?oh=8ae75b4f07eb43ab49afa39297e386f9&oe=54E26654&__gda__=1423387905_d6511719f6e001b1d2aac30e747b9b02",,1,12,,
"Wild Earth","wildearth.org","info@wildearth.org","29 South Chestnut St, Suite 201","New Paltz","NY",12561,"845-256-9830","Wild Earth helps individuals create and strengthen connections to self, others and the earth while building ecological and cultural resilience. ocated along the Shawangunk Ridge in New York’s Hudson Valley, Wild Earth is a not-for-profit that runs nature-based programs for children, teens, families and adults. Wild Earth programs draw on a broad spectrum of teachings ranging from native technologies to the natural sciences. Our programs offer adventure and fun, primitive skills and crafts, awareness games, and story and song, facilitated by multi-generational mentors. They foster individual and group awareness and a deeper connection to the Earth.",4,18,"No","Yes","No","Adventure/Outdoors","Nature Programs","Farm",,,,,,,225,"Per-session","Active","https://www.facebook.com/wildearthprograms","Yes","http://wildearth.org/wp-content/themes/wild-earth-2/i/wild-earth-logo.png","https://scontent-a-lga.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10003877_10152709177102278_8693344937417139063_n.jpg?oh=ab4a860af2349f362972c33bc4a3b521&oe=551744CB",,,,,
"Janney Enrichment Program","https://janneyschool.org","janneyenrichment@gmail.com","4130 Albemarle Street, NW","Washington","DC",20016,"202-724-8950","The Enrichment Program at Janney aims to provide a fun, diverse, affordable, accessible and inviting program of lunch time clubs and after school classes and clubs for children from PreK to 5th grade. Whether exploring concepts of science with Mad Science, learning Spanish or Chinese,  creating works of art or simply discovering the feel of modeling clay between their fingers, cooking, dancing, singing, running, swimming, playing scrabble or chess, kids enrolled in the Janney Enrichment Program are engaged, learning, interacting and having fun.",4,10,"Yes","Yes","No","Academics","Science/Technology","Creative Arts","Dance","Cooking
Crafts","Swimming","Language",,,80,"Per-session","Active","https://www.facebook.com/pages/Janney-Elementary-School/163594587071892?ref=br_tf","N/A","http://janneyschool.org/wp-content/uploads/2012/07/pawprintlogo_header2.gif",,,,,,"No usable photos on site or FB"
"University School of Nashville Summer Camps","usn.org","jkleiner@usn.org","2000 Edgehill Avenue","Nashville","TN",37212,"615-424-8823","At University School of Nashville, teaching and learning come first. Everything we do is rooted in a commitment to celebrate the potential of each day in a community of learners, to explore the remarkable dimensions of a K-12 school in an educational setting unlike any other. Our students and faculty can count on being asked for their very best and on being encouraged at every step along the way.  USN offers a full range of summer camps for children K-12 in June & July each summer.",6,18,"Yes","Yes","No","Academics","Science/Technology","Robotics","Music","Sports","Music","Creative Arts",,,,,"Active","https://www.facebook.com/USN.PDS","Yes","http://cdn.media910.whipplehill.net/ftpimages/392/logo/USN2014LOGO.png","http://media.cdn.whipplehill.net/392/photo/2010/08/zoom_photo92729_842404.JPG",,,,,
"Coerver Kansas","coerverunited.com","JPendleton@coerverunited.com","1490 Grandview Court","Arnold","MD",21012,"785-218-5554","Coerver Coaching is a soccer skills teaching method suited for all ages but especially for players aged 5-16 years old of all abilities and their parents, coaches and teachers. Camps are conducted by trained Coerver Coaches with a player to coach ratio of approximately 6:1. Our coaches are constantly being trained as our curriculum continues to develop and new games and exercises are introduced by Coerver Coaches from all over the world. The camps focus on teaching the individual skills indispensable for success in soccer. Proper fundamental skills are taught as well as advanced skills that make playing fun and encourage players to practice on their own. Sportsmanship and character are central to our core values and are stressed at every turn.",4,18,"No","Yes","No","Soccer",,,,,,,,,150,"Per_session","Active","https://www.facebook.com/CoerverUnited","Yes","http://www.coerverunited.com/woohoo/wp-content/uploads/coerver-logo-2014.png","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10544368_10152627356499508_6067492466965475837_n.jpg?oh=530daa93aaab63c0021c8723937b9162&oe=54D8E9F3&__gda__=1427552662_e7c06e982e70d45f957cc03319bba727","Misc locations",,,,"Nationwide locations"
"Chuck Corica Golf Complex","http://www.alamedagolf.com/","kmoe@greenwaygolf.com","1 Clubhouse Memorial Road","Alameda","CA",94502,"510-747-7800","Alameda is proud of it’s legacy of having one of the top junior programs in Northern California. The Alameda High School girl’s golf team have not lost a match in seven years! And some of our juniors have gone onto college careers and even the PGA Tour. Still we have programs to get your children started in a game for a lifetime. It all starts with being FUN and that’s what we try to do in our classes. We offer many programs, free clinics, and Summer golf camps and our Alameda Junior Golf Association.",4,99,"Yes","Yes","No","Golf",,,,,,,,,99,"Per_session","Active","https://www.facebook.com/AlamedaGolf?ref=bookmarks","Yes","http://d377ve2q8ofoeh.cloudfront.net/files/2013/02/logo.png","https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/10295659_771769766176349_3418278053286521657_n.jpg?oh=8fb8881f49d86187c83afc02a67b123f&oe=54DA221D&__gda__=1423858987_f9cc0882947f980ec152c58ea377c8d3",,,,,
"Ghost River Rediscovery","ghostriverrediscovery.com","kschneider@ghostriverrediscovery.com","Ghost River Rediscovery Society 
 #107 – 1640 16th Ave NW","Calgary","AB","T2M 0L6","403-270-9351","Our camps are life-changing. Participants engage in Aboriginal ways of knowing and being, learning about themselves, the others they camp with and the beautiful land of Southern Alberta that has nurtured people for thousands of years. Qualified staff and Aboriginal elders provide safety and connection.  We offer camps from ages 8 thru adults",8,99,"No","Yes","No","Adventure/Outdoors","Nature Programs",,,,,,,,395,"Per_session","Active","https://www.facebook.com/GhostRiverRediscovery","N/A","http://ghostriverrediscovery.com/Resources/Pictures/GRR-Logo_200px.png","http://ghostriverrediscovery.com/Resources/Pictures/yn_7.JPG",,,,,
"MN Hockey Camps","mnhockeycamps.com","lloyd@mnhockeycamps.com","24621 South Clark Lake Road","Nisswa","MN",56468,"218-963-2444","Minnesota Hockey Camps is respected worldwide for our facility, program and staffs. Helping people help themselves and happiness for success of others are the basic ingredients of our camp’s foundation. In keeping with the time honored tradition of no one is bigger than the team, Minnesota Hockey Camps sells itself. The camp has its own image, its own culture; a tradition built off people who have a passion for the game, care about others and share a desire to excel as a way of life.",10,18,"No","Yes","No","Hockey",,,,,,,,,475,"Per_session","Active","https://www.facebook.com/minnesotahockeycamps","Yes","http://mnhockeycamps.com/wordpress/wp-content/uploads/2013/12/14MHCBANNER-300x62.jpg","https://scontent-b-lga.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/10603661_785631971488595_1614846871939165681_n.jpg?oh=c83b902fa690559a46e6821833edd129&oe=54DBCBB2",,,,,
"Writers in the Schools","http://witshouston.org/","mail@witshouston.org","1523 West Main","Houston","TX",77006,"713-523-3877","Our mission is to engage children in the pleasure and power of reading and writing. For 31 years Writers in the Schools (WITS) has worked hand-in-hand with educators and professional writers to teach students the craft of writing. WITS is transforming the hearts and minds of young people all over Houston. Creativity prepares children for the future. Witness the way 28,000 children and teachers in 350 Houston classrooms plant their own stories each year, and discover the WITS magic that’s cultivated every day when students, writers, WITS staff and community members join together.",5,18,"Yes","Yes","No","Creative Writing","Academics",,,,,,,,,,"Active","https://www.facebook.com/writersintheschools","Yes","http://witswriting.org/summer-camp/img/logo-full.png","http://witshouston.org/wp-content/uploads/2014/07/M-greeting-from-1024x682.jpg",,,,,
"Teens To Go, Inc.","TeensToGo.ORG","Manish@TeensToGo.ORG","14 Flints Grove Drive","Gaithersburg","MD",20878,"301-540-4356","Unlike other travel camps, we don't do simple, local, everyday activities.  With Teens To Go, you will go on Big, Exciting, and Fun Adventure Trips EVERYDAY!  We will be traveling on Luxury Coach Buses – on EVERY trip! So, if you enjoy doing fun activities, going to thrilling places, and meeting new kids - come join us for some great adventures!  We have eight different 1-week programs throughout the summer to fit your schedule.",8,16,"No","Yes","No","Adventure/Outdoors","Overnight/Travel",,,,,,,,410,"Per_session","Active","N/A","N/A",,,,,,,"No usable pics or logos on site, no fb page"
"Advanced Play INC.","http://advancedplay.org/","mdfhcamp@umd.edu","College Park",,"MD",20740,,"Held on the campus of the University of Maryland at the state-of-the-art field hockey turf facility! This is an open invitation to individuals or teams and advanced students or beginners. All campers will have individual skill instruction with players of similar ability and experience.  Performance-level training and positional training is offered.",11,18,"Yes","Yes","No","Field Hockey",,,,,,,,,550,"Per_session","Active","https://www.facebook.com/marylandfieldhockeycamp","No","http://advancedplay.org/wp-content/uploads/2013/09/LogoHomepage.jpg","http://advancedplay.org/wp-content/uploads/2012/10/IMG_3527-1024x768.jpg","University of Maryland",,,,
"Mark Mettrick Professional Soccer Camps Inc","http://www.mettricksoccer.com/","info@mettricksoccer.com","109 Skyline Court","Westminster","MD",21157,"410-321-5025","Welcome to our camp program. We are committed to providing a demanding, enjoyable, and high-quality instructional camp experience for young players. Mark is the Head Men's Soccer Coach at Gettysburg College. Mark has been a collegiate soccer coach and a director of his summer camps for over twenty years and has built a reputation for a demanding and quality instructional camp experience. Mettrick's camps are dedicated to helping young players improve their game in a creative and positive environment. Our camps are open to any and all entrants (limited only by number, age, grade level and/or gender).",5,18,"No","Yes","No","Soccer",,,,,,,,,125,"Per_session","Active","https://www.facebook.com/pages/Mark-Mettrick-Professional-Soccer-Camp/152981381417068","No","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfa1/v/t1.0-1/c14.7.171.171/s160x160/162832_153092501405956_4716661_n.jpg?oh=984716270176c201271accc4ad68a21c&oe=54D5F89B&__gda__=1424541202_d7bf5f86427af825a54f561557dd6989","https://scontent-a-lga.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/321409_496604070388129_102599597_n.jpg?oh=eda62bdbf6b836916764e327b4ba302f&oe=54E5532A","Misc schools",,,,
