"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Christian Karate Federation","http://christiankaratefederation.com/",,"1841 N. Gaffey St., Ste. J","San Pedro",90731,"(310) 519-9777","The Christian Karate Federation is a ministry designed to use martial arts to create opportunities for Christian leaders to both minister to Christians and to witness to non-believers and affect them with the gospel of Jesus Christ. The purpose of this ministry is to ultimately produce the fruit of the Spirit and Christ-likeness in all those involved. * Colossians 3:17 - And whatever you do, whether in word or deed, do it all in the name of the Lord Jesus, giving thanks to the Father through Him.*I Timothy 4:8 - For physical training is of some value, but godliness has value for all things, holding promise for both the present life and the life to come.","CA",3,99,"yes",,,"Martial Arts",,,,,,"web form, phone",,,,
"Olympia Taekwondo Center","http://www.olympiantaekwondocenter.com/index.html",,"9112 Alondra Blvd.","Bellflower",90706,"(562) 866-1939","Olympian Tae Kwon Do Center Training Program is based on Traditional and Olympic Style Tae Kwon Do.
Through years of accumulated teaching experience, Master Carlos Hernandez has developed a
program that is easy to follow and assimilate regardless you are a kid 
or an adult.
WHO SAID THAT TAE KWON DO WAS NOT SUPPOSED TO BE FUN?
Even though each group is under a different teaching system, our classes are designed for
our kids to learn and have fun at the same time.  (The Kids program is 
based in games and challenges that help them to interact with the group 
and gradually adapt to the hard work.  They are systematically 
introduced to the program and eventually to discipline.  Your kid(s) 
doesn't know that he/she is working our!  They are just having lots of 
fun!)","CA",3,99,"yes",,,"Martial Arts",,,,,,"web form, phone",,,"http://www.olympiantaekwondocenter.com/Resources/gallery6.jpg?166","http://www.olympiantaekwondocenter.com/Resources/gallery9.jpg?262"
"Le Blanc's Kickboxing and Taekwondo Center","http://www.leblancskickbox.com/","maryannleblanc1@cox.net","8217 La Mesa Blvd.","La Mesa",91942,"(619) 644-0269","Le Blanc's Kickboxing and Taekwondo Center has been offering instruction
 and training in Taekwondo since 1984. Located in La Mesa, CA,    Le 
Blanc's Kickboxing and Taekwondo Center has produced champions in life 
as well as in the martial arts.  

Headed by Paul Le Blanc (Grandmaster, Certified Instructor, 10Th Degree Black Belt) and a staff
of expert instructors and managers Miguel Carrasco, Mallory 
Albrecht,Lori Ferrigno, Nathan Walker, Ty McGowan, Maryann Le 
Blanc, Michael Ferrigno, Steve Mangan, Kaya Todd. Le Blanc's Kickboxing 
and Taekwondo Center offers a number of programs for physical fitness 
and instruction in Taekwondo, Kickboxing, karate, MMA, jujitsu, tiny 
tigers, kids karate, family martial arts, practical self defense, body 
conditioning and core work outs.","CA",3,99,"yes",,,"Martial Arts",,,"Kickboxing",,,"web form, phone, email",,,,
"Blue Dragon Taekwondo Academy","http://bluedragonsd.com/","bluedragonsd@gmail.com","10175 Rancho Carmel Dr. #108","San Diego",92128,"(858) 385-0550","Blue Dragon Taekwondo Academy is a community of 
committed and positive martial arts instructors and students who are 
striving to improve the physical, mental and social aspects of their 
lives. We work together to help everyone achieve their goals and become 
the best they are capable of becoming.
Those who choose to train at Blue Dragon Taekwondo Academy
have a desire to achieve a high standard of excellence in all aspects 
of their lives and are willing to commit to constant improvement.
Our martial arts instructors work to further develop this desire to 
improve in our students by getting them to set personal goals so their 
motivation to excel comes from within. To us, this is truly the best 
form of leadership.
We are black belt martial artists who stand tall and live strong. That’s what sets us — and our students — apart from the crowd.","CA",6,99,"yes",,"yes","Martial Arts",,,,,,"phone, web form",,,"https://scontent-b-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/1522184_10151776968296673_1291345012_n.png?oh=77b5b408d31e4c3d84b00dd267fe7627&oe=54DFD130",
"Shaolin Temple USA","http://www.shaolinusa.us/","ShaolinTempleUSA@ShaolinUSA.us","5509 Geary Blvd.","San Francisco",94121,"(415) 666-9966","Shaolin Temple USA is the first official North American branch of the world famous Songshan Shaolin Temple in Henan Province of China, the original Shaolin Temple established in 495 AD. Songshan Shaolin Temple is the birthplace of Chinese Chan (Zen) Buddhism and Shaolin Kung Fu.
                                                        
Under the direction of Founder and Executive Director Master Shi YanRan—34th generation Shaolin Temple Buddhist Monk, a team of Shaolin Temple Warrior Monks is stationed at Shaolin Temple USA to
 carry on the 1,500-year old traditions and training disciplines of 
Shaolin Temple. Their mission is to share Shaolin culture with the 
American people. Shaolin Temple USA teaches Shaolin Kung Fu Chan (Zen) through the disciplines of Shaolin Kung Fu and Qigong.","CA",4,99,"yes",,,"Martial Arts",,,,,,"phone, email","https://www.facebook.com/shaolintempleusa?fref=ts","yes","https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/t31.0-8/1669909_234051156794912_1275784012_o.jpg","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpf1/t31.0-8/1941344_234044350128926_1380946103_o.jpg"
"The Little Gym","http://www.thelittlegym.com/fresnonortheastca/pages/default.aspx","tlgnefresnoca@thelittlegym.com","9525 N. Sommerville Dr. Ste. 109","Fresno",93720,"(559) 433-3434","The greatest gift you can give your child is confidence!  Here at The 
Little Gym of Fresno we  help kids between the ages of 4 months and 12 
years grow physically, emotionally, and socially! Call for a free 
introductory class today!","CA",0.4,12,"yes","yes","yes","Martial Arts","Gymnastics",,"Dance",,,"web form, email, phone","https://www.facebook.com/pages/The-Little-Gym-of-Fresno/277296399971?fref=ts","yes","https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10678673_10153227846749972_8275051944998829623_n.jpg?oh=e4530e99735aa6fe912b43a3530cf6b4&oe=54E91971&__gda__=1424965991_b7ee35b0dc632b295bbf0344c131b693","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/10417830_10152881731769972_6992731943128240637_n.jpg?oh=78ec0693977a5fd07bab3d44178a1b05&oe=54D9DDCE"
"Brazilian Jiu-Jitsu Claudio Franca","http://claudiofrancabjj-sanjose.com/","sanjose@claudiofrancabjj.com","14442 Union Ave.","San Jose",95124,"(408) 377-8577","Claudio Franca Academy brings you Brazilian Jiu Jitsu for competition, 
self-defense, fitness and family fun. Brazilian Jiu JItsu is a lifestyle
 come join us and let Jiu Jitsu make your life even better! Also join us
 for Muay Thai with Ryan ""T2"" Roy","CA",4,99,"yes",,,"Martial Arts",,,"Kickboxing",,,"web form, phone","https://www.facebook.com/ClaudioFrancaBJJSanJose","no","http://claudiofrancabjj-sanjose.com/wp-content/uploads/2014/08/brazilian_jiujitsu_vetor-blue-icon.jpg","http://claudiofrancabjj-sanjose.com/wp-content/uploads/2014/08/US-Open-2013-Scott-Savage-Kids.jpg"
"Aikido of Fresno","http://www.aikidooffresno.com/","info@aikidooffresno.com","3333 W. Sussex Way","Fresno",93722,"(559) 237-2454","To transmit the system of Aikido in a way that 
encourages self realization. To provide a safe place to be challenged, 
explore and learn. To help others gain martial knowledge and abilityDescriptionAikido of Fresno is a dedicated Aikido Dojo offering over 17 hours of training each week.","CA",4,99,"yes",,,"Martial Arts",,,,,,"email, phone","https://www.facebook.com/pages/Aikido-of-Fresno/213053927110?fref=ts","yes","https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/64736_10150573947472111_1235710743_n.jpg?oh=274b6eb9efab63f7a49e21ed01ebf7c8&oe=54DF4818&__gda__=1424411132_75d6d9f3140840b4a70ebdf8c5d5ede7","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/10599398_10152397517642111_5060286883247171962_n.jpg?oh=1d49d58e69c83a3a571ba479b8c2bff5&oe=54D6042E&__gda__=1423095096_58ad17a18cc376057ab7cecdf36d1a60"
"Tae Ryong Tae Kwon Do School","http://www.trtkd.com/","contactcamarillo@trtkd.com","2249 Pickwick Dr.","Camarillo",93010,"(805) 388-5425","Established in 1982, Tae Ryong Taekwondo School - Camarillo was the 
FIRST Taekwondo School in Ventura County. When Grand Master Shin first 
arrived to the United States he only knew Koreatown in Los Angeles. One 
day he got lost on the highway and found himself in the beautiful City 
of Camarillo. He knew this was the perfect place to plant roots for what
would grow to be Tae Ryong Taekwondo School.

Today, Tae Ryong - Camarillo is 5,000 square feet and is ""The place for 
Martial Arts in Camarillo"". There are 2 training floors, Tiger Room and 
Dragon Room, fully equipped and padded for safety, so it can accommodate
 hundreds of students in a class period. Centrally located in Camarillo 
on Pickwick Dr. and Arniel Rd., Tae Ryong Taekwondo School has taught 
over 60,000 Children and Adults at this one location alone.","CA",4,99,"yes",,,"Martial Arts",,,,,,"web form, phone","https://www.facebook.com/pages/Tae-Ryong-Tae-Kwon-DO-School/113785758649297?fref=ts","yes","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/1800407_808589182502281_544810636_n.jpg?oh=9a44e38720c33b83b897bd435b05304c&oe=54F29B50&__gda__=1424719651_e35c01778c9d77903958b223ccb29811","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10330285_843680305659835_2215401127357711189_n.jpg?oh=7167910e39501484aa9b577f94844ee6&oe=54D6EADD"
"Universal Martial Arts Center","http://www.universalmartialartspd.com/","Iamumac@yahoo.com","41625 Eclectic Way Ste. F1","Palm Desert",92260,"(760) 568-0649","Our school is dedicated to build a strong community one black belt at a 
time.  We do this by developing students with healthy minds and strong 
bodies, and the ability to defend themselves and loved ones.  We empower
 our students with important values including courtesy, respect, 
patience, confidence, self-esteem, positive attitude and indomitable 
spirit.  We are committed to constantly improving our service to our 
students through continually educating and training our professional 
team of instructors.  Through this constant and never ending attitude of
 improvement you can be assured you are a part of a team that is on a 
quest to be the very best.","CA",3,99,"yes",,,"Martial Arts",,,,29.95,"per_2 weeks","web form, phone","https://www.facebook.com/pages/Universal-Martial-Arts-Center-Palm-Desert/145131898854012?fref=ts","no","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/40928_145132062187329_585924_n.jpg?oh=9f68d1ce71e57c09da34e496ab60d755&oe=54E53CB4&__gda__=1424073813_343b58b921c2562e699af3f2d89c1854","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/430440_369483809752152_979464729_n.jpg?oh=8b3ea0aa0691149b59d29d595486b681&oe=54EFCBA8"
"Tosh's Academy of Shorin-Ryu Karate","http://www.shorin-ryu.biz/home.html","shelleyt@deltavac.com","120 Guthrie Ln.","Brentwood",94513,"(925) 240-2990 ext. 307","Traditional Okinawan Karate - self defense for all ages. Family style - 
everyone welcome! Located inside Delta Valley Athletic Club - do not 
have to be a gym member to join this karate school.","CA",3,99,"yes",,,"Martial Arts",,,,79,"per_month","phone","https://www.facebook.com/ToshsKarateAcademy?fref=ts","no","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/t31.0-8/10551426_768809836525770_5751929002247183100_o.jpg","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/t31.0-8/10683518_768807763192644_4049397203382541971_o.jpg"
"Acreo's Shotokan Karate","http://arceoshotokan.webs.com/","teamarceo@yahoo.com","119 Hickey Blvd.","San Francisco",94080,"(650) 757-6238","Sensei Geng Arceo is the Chief Instructor of Arceo's Shotokan Karate.
 He holds the rank of 5th degree black belt in Shotokan karate. He 
started karate at the age of 7 in 1973. He trained under the instruction
 of his older brother Sensei Augusto Arceo who is under the school of 
Beaux's Brother Karate Association. Sensei Augusto Arceo first 
introduced Sensei Geng Arceo to Martial Arts tournaments in the late 
70's. In 1990, ARCEO'S SHOTOKAN KARATE was established by Sensei Geng 
Arceo. He first brought all his students to compete and try traditional 
karate tournaments. For many years, all the Arceo's Shotokan Karate 
students had all their shares of winning their gold medals. In the mid 
90's, Sensei Arceo started bringing his students to compete in all the 
open Sport Martial Arts tournaments.   That was the start of producing local Champions, National Champions, and World Champions.  Arceo's Shotokan Karate is well known in the Bay Area because of what they have
accomplished, and in how they train in Traditional techniques with 
modern approaches of every movement.","CA",4,99,"yes",,,"Martial Arts",,,,,,"web form, phone",,,"http://arceoshotokan.webs.com/photos/2011-Rising-Sun-Nationals/SDC11435.JPG","http://arceoshotokan.webs.com/photos/2011-Rising-Sun-Nationals/SDC11446.JPG"
"Simon Rhee Tae Kwon Do Training Center","http://www.simonrhee.net/","simonrheetkd@gmail.com","22880 Ventura Blvd.","Woodland Hills",91364,"(818) 224-3400","Master Simon Rhee, 7th Degree Black Belt, Martial Artist, Stuntman, 
Stunt Coordinator, Celebrity Instructor for the Entertainment Industry.","CA",,,"yes",,,"Martial Arts",,,,,,"web form, phone","https://www.facebook.com/SimonRheeTaeKwonDo?fref=ts","no","https://scontent-b-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/10353704_909494765731241_6932368703596669574_n.png?oh=5039a3e481958eb17c337164bed45964&oe=54E50D65","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/317519_536808436333211_1149343375_n.jpg?oh=5602a5d1245f96af0e15b5a58c17c49a&oe=54D5225E"
"Black Belt Academy","http://myblackbeltacademy.com/",,"25292 McIntyre Ste. #G","Laguna Hills",92653,"(949) 349-0700","Welcome to Black Belt Academy(Martial Arts school). We have been 
training sharing the benefits of martial arts with Laguna Hills, Laguna 
Niguel, Aliso Viejo, Mission Viejo for over five years. Our state of the
art training center provides the perfect backdrop for developing the 
skill and determination needed to succeed in martial arts. Black Belt 
Academy is staffed by professional, experienced, instructors,
who have dedicated their lives to sharing the power of martial arts 
with the community. All of our instructors are certified black belts, 
with over than 20 years of training experience. We offer many classes to
accommodate your busy schedule. Regardless of your age or level of 
experience, we have a program that is tailored just for you.
 At Black Belt Academy, we not only teach technique, we build character 
through inner-strength, courage, vision, respect, and discipline. 
The spiritual side of martial arts is not ignored.
Come in for a free tour! We offer a patient, supportive atmosphere. All ages welcome!","CA",3,99,"yes",,,"Martial Arts",,,,49,"per_3 weeks","web form, phone","https://www.facebook.com/myblackbeltacademy?fref=ts","no","https://scontent-a-ord.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/1904017_1464624067089193_778055894_n.jpg?oh=f529e61dd8027ec7db7b8b8de9720bf0&oe=54E289F3","https://scontent-a-ord.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/1743494_1467995376752062_1771549775_n.jpg?oh=d4c9515127b8ded07ca9db9b72a7a707&oe=54D59568"
