"provider_name","website","email","street_address","city","Zipcode","phone","description","state","from_age","to_age","has_class","has_camp","has_birthday_party","activity type","activity type (if additional type is listed, select from the menu)","activity type (if additional type is listed, select from the menu)","Activity Type (not in the drop down list/choose from the list here: http://www.activityhero.com/in/san-jose-ca/categories)","Starting Price","price_type (values - ""per_class"", ""per_session"" , ""per_month"", ""per_hour"", ""per_day"", ""per_week"", ""per_year"", ""per_season"")","Registration Type  (online, web form, pdf)","Facebook page","Over 500 likes on FB (y/n)","logo_url","photo_url"
"Redwood Kenpo Academy",,"redwoodkenpoacademy@gmail.com","2115 First Street","Eureka",95501,"707-845-8688","At Redwood Kenpo Academy we teach American Kenpo Karate, as well as womens selfdefense and plain selfdefense/mma.","CA",,,,,,"Martial Arts",,,,,,,"https://www.facebook.com/redwoodkenpoacademy?fref=ts","N",,"https://scontent-b-atl.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10399900_101369693210333_6130334_n.jpg?oh=35225608fbd00bf6e610da143214a8d1&oe=54DEA3B3"
"United Studios of Self Defense","http://ussd.com","rsmussd@att.net","22342 El Paseo Suite E","Rancho Santa Margarita",92688,"949-766-8773","Martial Arts training at USSD is not just about physical fitness or self-defense. Our students develop a range of skills that enable them to succeed in all areas of life. This is particularly important for children, who need the guidance and support of parents and others to develop the skills they need to become capable and balanced adults. Along with improved coordination, flexibility, strength, and endurance, our students develop better concentration skills, a sense of calmness, and a deep respect for themselves and others, in an environment where the camaraderie created by shared challenges creates a sense of trust and a recognition of individual achievement. Students advance at their own pace, without the pressure that is often such a part of team sports.","CA",4,18,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/USSDHQ","Y","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/421022_232315433519696_702255351_n.jpg?oh=793bb6e501b15614bbfe40a794c7dbe4&oe=550C8C11","http://ussd.com/wp-content/uploads/2014/09/web_title.png"
"Cuong Nhu Hoa Sen Dojo","http://www.emeryvillemartialarts.com/SocialSite/programs","info@emeryvillemartialarts.com","4770 San Pablo Ave","Emeryville",94608,"510-428-1979","CLASSES FOR CHILDREN combine physical fitness exercises with traditional karate techniques. Age-appropriate activities are taught and a variety of positive strategies for imparting discipline are employed. Children working with other children fosters an atmosphere of cooperation and shared learning experience. The goal of the program is to develop self-discipline, self-reliance and concentration while learning practical skills and self-respect for others.","CA",4,18,"YES","YES","YES","Martial Arts",,,,,,"online",,,"http://pmcontent.blob.core.windows.net/b177a546798e4a2b9422d7d1ce64d0e6/logo/3dc3a5d09ce1450284f6432859832e1b.jpg","http://www.websocialfiles.com/13016/images/c_top.jpg"
"Applied Self Protection",,"asp@prodigy.net","3327 Edward Ave","Santa Clara",95054,"408-980-8900",,"CA",,,,,,"Martial Arts",,,,,,,,,,
"Camarillo Shoto Kan Karate Do","http://www.camarilloshotokan.com","nanadan@verizon.net","1330 Flynn Road Suite A","Camarillo",93012,"805-482-0307","Since 1981, Camarillo Shotokan Karate Do Center has offered authentic Japanese Karate (empty-hand) training at its finest for children age three and up and adults. The dojo (training hall) is structured in a traditional setting and students practice the classical JKA (Japan Karate Association) style of Shotokan. In addition to the obvious physical techniques, we also teach proper etiquette, philosophy and Asian customs.","CA",3,13,"YES",,,"Martial Arts",,,,,,"phone",,,"http://umnotawau.com/wp-content/gallery/melawat-tapak-projek-taman-kekal-pengeluaran-makanan-tawau/shotokan-karate-do-i5.jpg","http://www.camarilloshotokan.com/images/Tour2012.png"
"White Lotus Kung Fu Studio","http://whitelotuskungfu.com/facility.html","cogawa66@hotmail.com","18369 Eddy Street #B","Northridge",91325,"818-993-9664","Kung Fu, more properly known as ""Gung Fu,"" is one of the oldest fighting arts. Gung Fu means ""hard work"" or ""always learning"" in Chinese.At our ""kwoon"" or ""school,"" we teach the White Lotus System—also known as ""Bai Ling Ga."" The modern-day White Lotus System of Kung Fu is based on traditional methods, but developed to apply more to today's world","CA",,,"YES",,,"Martial Arts",,,,,,"phone",,,"http://whitelotuskungfu.com/images/whitelotuslogo3.jpg","http://whitelotuskungfu.com/images/bannerpix08.jpg"
"Buhisan's USA Martial Arts","http://usa-ma.com","ramirusamartialarts@gmail.com","4692 Meridian Ave","San Jose",95118,"408-448-1995","USA Martial Arts provides Martial Arts Classes for Children, Juniors, Teens, & Adults. Our martial arts program emphasizes character development, practical self-defense, and functional fitness.","CA",3,17,"YES","YES","`","Martial Arts",,,,,,"phone","https://www.facebook.com/pages/Buhisans-USA-Martial-Arts/119069611440","N","https://scontent-b-atl.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/180135_10150105715296441_970743_n.jpg?oh=b5e464c6cb08f9420fb54ecfd5853507&oe=54D263F6","https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/1656313_10151877859011441_2062016878_n.jpg?oh=fca53dcd60ae4ed588ab3f43694efbde&oe=54D99445&__gda__=1427291979_098959248b6d408e4e267e6ae9389f7e"
"Gracie Barra Brazilian Jiu Jitsu",,,"22961 Soledad Canyon Road","Santa Clarita",91350,"661-200-3853",,"CA",,,,,,,,,,,,,,,,
"United Studios of Self Defense","http://ussd.com","USSDDanville@gmail.com","9000 Crow Canyon Road","Danville",94506,"925-736-7111","Martial Arts training at USSD is not just about physical fitness or self-defense. Our students develop a range of skills that enable them to succeed in all areas of life. This is particularly important for children, who need the guidance and support of parents and others to develop the skills they need to become capable and balanced adults. Along with improved coordination, flexibility, strength, and endurance, our students develop better concentration skills, a sense of calmness, and a deep respect for themselves and others, in an environment where the camaraderie created by shared challenges creates a sense of trust and a recognition of individual achievement. Students advance at their own pace, without the pressure that is often such a part of team sports.","CA",4,18,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/USSDHQ","Y","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/421022_232315433519696_702255351_n.jpg?oh=793bb6e501b15614bbfe40a794c7dbe4&oe=550C8C11","http://ussd.com/wp-content/uploads/2014/09/web_title.png"
"Duarte Shotokan Karate & Martial Arts Academy","http://claycombkarate.com/Claycomb_Karate/HOME.html","info@duartekarate.com","2310 Central Ave Suite #1","Duarte",91010,"626-599-1633","Children need to stay motivated and consistent in order to learn the value of dedication, commitment and discipline. Our upbeat classes are exactly what kids need to reach for new horizons and individual potential. Children start to posses the ability to concentrate longer and absorb more as they grow. In this age group we introduce more technical aspects of training that will develop their coordination and body mechanics while encouraging more focus, discipline, determination and courtesy to go along with self defense and goal setting. Tournament participation is also a great tool for Goal Attainment and perseverance.","CA",5,13,"YES","YES","YES","Martial Arts",,,,,,"phone","https://www.facebook.com/ClaycombKarate","Y","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/10527433_241130439419130_1560245232232526174_n.png?oh=50838245748400e036f07c399c828468&oe=551B63B9&__gda__=1423691312_1903f26709312b35a4705a46d7dddd82","https://scontent-a-atl.xx.fbcdn.net/hphotos-xpa1/t31.0-8/10608204_254483121417195_5333786947597753372_o.jpg"
"American Academy of Martial Arts","http://www.letsdokarate.com",,"1458 Clovis Ave","Clovis",93612,"559-297-7415","We at the AAMA teach a unique and innovative American system of Martial arts known as BuKarado and Aam-Ka-Jutsu. Our system is combines the best ideas and strategies of Karate, TaeKwonDo, Judo, JuJutsu, Aikido, Arnis, & Kung Fu.","CA",4,18,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/AAmartialarts?ref=hl","N","https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-ash2/v/t1.0-9/529445_154075004760623_725290144_n.png?oh=b1cf180cb09d81e1e42215f24537675d&oe=55146F2B&__gda__=1427757258_b0718719afc8447a3161eab2e27ecc24","http://www.letsdokarate.com/sites/default/files/styles/innerarticle/public/field/image/coats2.png?itok=iJhN-Vnc"
"United Studios of Self Defense","http://ussd.com","FHRUSSD@att.net","26756 Portola Parkway","Foothill Ranch",92610,"949-588-8773",,"CA",4,18,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/USSDHQ","Y","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/421022_232315433519696_702255351_n.jpg?oh=793bb6e501b15614bbfe40a794c7dbe4&oe=550C8C11","http://ussd.com/wp-content/uploads/2014/09/web_title.png"
"R1 Training Center","http://www.r1gym.com/classes-mma.html","info@r1gym.com","11001 S. Prairie Ave","Inglewood",90303,"310-322-5552","Our Teen program is safe, fun and open to all forms, introducing members to the world of MMA while letting them find their own WAY.","CA",13,18,"YES",,,"Martial Arts",,,,,,"email","https://www.facebook.com/pages/R1-MMA-Training-Center/339594435363","N","https://scontent-b-ord.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/1002661_10153961245660364_989455021_n.jpg?oh=1b3d3c165a932370b166b53fba952750&oe=551AA23C","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/10157218_10153961217110364_1387656537_n.jpg?oh=fdc9c03c5b3d151edb0054c8fbe27fd4&oe=5518878D"
"United Studios of Self Defense","http://ussd.com",,"80 Cabrillo Highway","Half Moon Bay",94019,"650-712-8891","Martial Arts training at USSD is not just about physical fitness or self-defense. Our students develop a range of skills that enable them to succeed in all areas of life. This is particularly important for children, who need the guidance and support of parents and others to develop the skills they need to become capable and balanced adults. Along with improved coordination, flexibility, strength, and endurance, our students develop better concentration skills, a sense of calmness, and a deep respect for themselves and others, in an environment where the camaraderie created by shared challenges creates a sense of trust and a recognition of individual achievement. Students advance at their own pace, without the pressure that is often such a part of team sports.","CA",4,18,"YES",,,"Martial Arts",,,,,,"online","https://www.facebook.com/USSDHQ","Y","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/t1.0-9/421022_232315433519696_702255351_n.jpg?oh=793bb6e501b15614bbfe40a794c7dbe4&oe=550C8C11","http://ussd.com/wp-content/uploads/2014/09/web_title.png"
"Kron Gracie Jiu Jitsu","http://www.krongraciejiujitsu.com/class-schedule/","info@krongraciejiujitsu.com","11837 Teale St","Culver City",90230,"310-751-6668","he Kron Gracie Jiu-Jitsu Academy teaches the essence of the family's martial art, as developed by Helio Gracie, advanced by his son Rickson, and passed on to grandson Kron, who continues the legacy here In Culver City, California.","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/krongraciejiujitsu","Y","https://scontent-a-ord.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/1908078_822279837823385_4716600143252404931_n.jpg?oh=6c19969b0ed9cc1e5883d89823cca2c8&oe=54D8CBDE","https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/10338695_822278827823486_2315313480423656550_n.jpg?oh=afb51eec0cba402cd03d51326cd9d403&oe=550E8C5A&__gda__=1426697963_ec2125a329c09daa088f657cc91a261c"
"Optimus Brazilian Jiu Jitsu","http://www.optimusbjj.com/programs.html","info@optimusbjj.com","31151 Niguel Road","Laguna Niguel",92677,"949-481-2511","Optimus Brazilian Jiu Jitsu is home of the ""Winning Attitude"" kids program, where your child learns to believe in themselves while becoming more respectful and polite. At Optimus Brazilian Jiu-Jitsu in Laguna Niguel we bring out the best in your child through the practice of the martial arts. When a child is focused, disciplined and confident there is nothing that kid can't achieve!","CA",4,12,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/OptimusBJJ","N","https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/34795_143173109072064_4418767_n.jpg?oh=ec75c94c9de2afe9fe43380faa1c5bef&oe=54D6CCD6&__gda__=1427735981_27e22c0e8a55eabb91fd6029198ceb94","https://scontent-a-ord.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/971295_535151703207534_2017901882_n.jpg?oh=173f4653424c09855de74f0b6e483f68&oe=5517346F"
"Kung Fu San Soo Diamond Bar","http://www.sansoodiamondbar.com","michaelf@sansoodiamondbar.com","22324 Golden Springs Drive","Diamond Bar",91765,"909-396-1884","Kung Fu San Soo is considered, by many, to be the most sophisticated and complete form of martial art in existence today. In the December 1999 issue of Inside Kung Fu Magazine San Soo is referred to as “Legendary and Devastating… A pure Chinese fighting art that has few equals.” These statements could be considered opinion and many consider them fact, but all agree, Kung Fu San Soo is not a sport. By its very definition, the complete use of a man in the art of hand-to-hand combat, San Soo cannot conform to the specifications of being a sport. Sports are governed by a set of rules. However, if a set of rules were applied to San Soo, a fighter’s techniques would be limited and they would no longer be utilizing the principles of Kung Fu San Soo.","CA",14,18,"YES",,,"Martial Arts",,,,20,"per_class","phone",,,"http://www.sansoodiamondbar.com/wp-content/themes/parallelus-unite/images/custom/Studio-Seal-KFSSDB_Raul.png","http://www.sansoodiamondbar.com/wp-content/uploads/2011/12/Jimmy-triple-image-150x150.jpg"
"Aikido of San Jose","http://www.aikidosj.com","jack@aikidosj.com","190 Martin Street","San Jose",95112,"408-294-3049","Aikido of San Jose is a place that seeks the transformation of society through the transformation of the individual. The goal is peace, at all levels.......now! We see martial arts as a vehicle for planetary healing, without which transformation cannot occur.","CA",6,18,"YES",,,"Martial Arts",,,,70,"per_month","phone",,,"http://www.aikidosj.com/aikiimages/aosj.banner2.jpg","http://www.aikidosj.com/aikiimages/private.jpg"
"Aikido Martial Arts Center of North County","http://www.aikidoofnorthcounty.com",,"1310 N. Melrose Dr Suite E","Vista",92083,"760-724-3656","ikido is a martial art developed by Morihei Ueshiba, O-Sensei, in the early years of the 1900's. It is a blend of traditional Japanese martial arts studied by O-Sensei in his quest to develop an art that gives the practitioner real world choices when confronted by a violent attack.","CA",,,"YES",,,"Martial Arts",,,,,,"phone",,,"http://www.aikidoofnorthcounty.com/App_Themes/images/main2.png","http://www.aikidoofnorthcounty.com/App_Themes/images/main2.png"
"Black Belt Institute","http://kickasachamp.com/Home.html",,"13933 Hawthorne Blvd","Hawthorne",90250,"310-355-1876","Our activities include Taekwondo, Capoeira and Brazilian JiuJitsu.","CA",,,"YES",,,"Martial Arts",,,,,,"phone","https://www.facebook.com/kick.asachamp?fref=ts",,"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-9/156613_124440360952998_2809346_n.jpg?oh=0203fbaad0cbe460c0bce2dba47851c5&oe=55187CF4&__gda__=1427580322_b330a74f05b8b79541fa8c7e41837a95","https://scontent-a-ord.xx.fbcdn.net/hphotos-xaf1/v/l/t1.0-9/10636319_752587181471643_8418492960143658031_n.jpg?oh=1596153a245457d20ce0b496bcf61939&oe=550EB3DB"
